Date,Lieu,Ville,Type,Prix,Artiste,Image
11 avr. 2023,ESPACE CULTUREL ET SPORTIF DU VAL DE SIAGNE,LA ROQUETTE SUR SIAGNE,DANSE - DANSE CONTEMPORAINE,12.0,ICONE,https://static.ticketmaster.fr/static/images/vignettes/a_530950.gif
12 avr. 2023,ESPACE CARAT GRAND ANGOULEME,ISLE D'ESPAGNAC,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536797.gif
12 au 15 avr. 2023,GEMIER,PARIS,DANSE - DANSE CONTEMPORAINE,42.9,FRANCOIS CHAIGNAUD,https://static.ticketmaster.fr/static/images/vignettes/a_529407.gif
12 avr. 2023,ZENITH DE CAEN,CAEN,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522239.gif
12 avr. 2023,AINTEREXPO,BOURG EN BRESSE,DANSE - DANSE TRADITIONNELLE,42.0,CELTIC LEGENDS,https://static.ticketmaster.fr/static/images/vignettes/a_486998.gif
13 avr. 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536889.gif
13 avr. 2023,CARRE DES DOCKS,LE HAVRE,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522723.gif
14 avr. 2023,ESPACE DES AUGUSTINS,MONTAUBAN,DANSE - FLAMENCO,20.0,NTIPODAS,https://static.ticketmaster.fr/static/images/vignettes/a_532851.gif
14 avr. 2023,ZINGA ZANGA,BEZIERS,DANSE - DANSE CLASSIQUE,16.0,LA BELLE AU BOIS DORMANT,https://static.ticketmaster.fr/static/images/vignettes/a_526943.gif
14 avr. 2023,ZENITH D'AMIENS,AMIENS,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522547.gif
14 avr. 2023,MICROPOLIS,BESANCON,DANSE - DANSE TRADITIONNELLE,42.0,CELTIC LEGENDS,https://static.ticketmaster.fr/static/images/vignettes/a_487135.gif
15 au 18 avr. 2023,PALAIS GARNIER / OPERA GARNIER,PARIS,DANSE - DANSE CLASSIQUE,87.0,"""SPECTACLE DE LECOLE DE DANSE""",https://static.ticketmaster.fr/static/images/vignettes/a_526080.gif
16 avr. 2023,Théâtre Coluche,PLAISIR,DANSE - DANSE HIP-HOP,35.2,CASSE-NOISETTE- BLANCA LI,https://static.ticketmaster.fr/static/images/vignettes/a_528977.gif
18 avr. 2023,SUMMUM,GRENOBLE,DANSE - DANSE CLASSIQUE,27.0,LE LAC DES CYGNES,https://static.ticketmaster.fr/static/images/vignettes/a_536932.gif
18 avr. 2023,PARC EXPO,TROYES,DANSE - DANSE CLASSIQUE,42.0,LE LAC DES CYGNES- BALLET ET ORCHESTRE,https://static.ticketmaster.fr/static/images/vignettes/a_522957.gif
