Date,Lieu,Ville,Type,Prix,Artiste,Image
31 dec. 2022,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,38.0,LE DINER DE CONS,https://static.ticketmaster.fr/static/images/vignettes/n_le-diner-de-cons.gif
31 dec. 2022,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,22.0,"""DOS VS PARENTS MODE DEMPLOI""",https://static.ticketmaster.fr/static/images/vignettes/a_534600.gif
31 dec. 2022,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,38.0,LE CLAN DES DIVORCEES,https://static.ticketmaster.fr/static/images/vignettes/n_le-clan-des-divorcees.gif
31 dec. 2022,PALAIS BEAUMONT,PAU,THEATRE - COMEDIE,28.0,"""LAFFAIRE CUTWOOD""",https://static.ticketmaster.fr/static/images/vignettes/a_538540.gif
27 janv. au 23 mars 2023,THEATRE DE LA RENAISSANCE,PARIS,THEATRE - COMEDIE,25.0,FARY,https://static.ticketmaster.fr/static/images/vignettes/a_540202.gif
15 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - THEATRE JEUNE PUBLIC,12.0,CENDRILLON,https://static.ticketmaster.fr/static/images/vignettes/a_536322.gif
15 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,17.5,"""DOS VS PARENTS MODE DEMPLOI""",https://static.ticketmaster.fr/static/images/vignettes/a_534980.gif
15 oct. 2022 au 29 avr. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,24.5,LE COUP DE PELLE,https://static.ticketmaster.fr/static/images/vignettes/a_534973.gif
15 oct. 2022 au 28 avr. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,24.5,"""FAITES LAMOUR AVEC UN BELGE !""",https://static.ticketmaster.fr/static/images/vignettes/a_534892.gif
12 janv. au 15 avr. 2023,THEATRE EDOUARD VII,PARIS,THEATRE - COMEDIE,10.0,LE JOUR DU KIWI- GERARD JUGNOT- RTHUR JUGNOT- FLORENCE PERNEL- ELSA ROZENKNOP,https://static.ticketmaster.fr/static/images/vignettes/a_538766.gif
6 oct. au 31 dec. 2022,THEATRE DES BOUFFES PARISIENS,PARIS,THEATRE - COMEDIE,19.0,"""LINVITATION""- PASCAL LEGITIMUS- PATRICK CHESNAIS- LUCIE JEANNE",https://static.ticketmaster.fr/static/images/vignettes/a_535949.gif
20 oct. 2022 au 26 mars 2023,LA GRANDE COMEDIE,PARIS,THEATRE - COMEDIE,25.3,TOUT VA BIEN SE PASSER,https://static.ticketmaster.fr/static/images/vignettes/a_535841.gif
31 dec. 2022,NOVOTEL ATRIA,NIMES,THEATRE - COMEDIE,35.0,LES HOMMES SE CACHENT POUR MENTIR,https://static.ticketmaster.fr/static/images/vignettes/a_535720.gif
19 janv. au 1 avr. 2023,THEATRE DE L'OEUVRE,PARIS,THEATRE - THEATRE CONTEMPORAIN,25.0,MANU PAYET,https://static.ticketmaster.fr/static/images/vignettes/n_manu-payet.gif
3 fevr. 2023,ZINGA ZANGA,BEZIERS,THEATRE - COMEDIE,32.0,LE CLAN DES DIVORCEES,https://static.ticketmaster.fr/static/images/vignettes/n_le-clan-des-divorcees.gif
7 oct. 2022 au 7 mai 2023,THEATRE DU GYMNASE,PARIS,THEATRE - COMEDIE,16.0,LE MONTESPAN- MICHAEL HIRSCH- SIMON LARVARON- SALOME VILLIERS,https://static.ticketmaster.fr/static/images/vignettes/a_532062.gif
3 janv. au 2 juil. 2023,THEATRE FONTAINE,PARIS,THEATRE - COMEDIE,10.0,BERLIN BERLIN- PATRICK HAUDECOEUR- GERALD SIBLEYRAS- JOSÉ PAUL,https://static.ticketmaster.fr/static/images/vignettes/n_berlin-berlin.gif
25 mars 2023,BOURSE DU TRAVAIL,LYON,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
1 oct. 2022 au 30 avr. 2023,COMEDIE OBERKAMPF,PARIS,THEATRE - COMEDIE,15.0,LES HOMMES SONT DES CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/a_535589.gif
31 dec. 2022,LA COMEDIE DES K'TALENTS,PERPIGNAN,THEATRE - COMEDIE,30.2,LA THERAPIE DE LA CONNERIE,https://static.ticketmaster.fr/static/images/vignettes/n_la-therapie-de-la-connerie.gif
20 au 31 dec. 2022,THEATRE MARIGNY,PARIS,THEATRE - THEATRE CONTEMPORAIN,25.0,COUPABLE- JEREMIE LIPPMANN- RICHARD ANCONINA- GAELLE VOUKISSA,https://static.ticketmaster.fr/static/images/vignettes/n_coupable.gif
20 dec. 2022 au 2 janv. 2023,THEATRE DE LA RENAISSANCE,PARIS,THEATRE - COMEDIE,17.0,EVELYNE BOUIX- PIERRE ARDITI,https://static.ticketmaster.fr/static/images/vignettes/a_537577.gif
21 janv. 2023,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,15.5,DOS SUR TIKTOK PARENTS QUI DEBLOK,https://static.ticketmaster.fr/static/images/vignettes/n_ados-sur-tik-tok-parents-qui-deblok.gif
28 janv. 2023,L'HERMIONE,SAINT-BRIEUC,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
19 sept. 2023,THEATRE SEBASTOPOL,LILLE,THEATRE - THEATRE MUSICAL,29.0,DRAG RACE FRANCE,https://static.ticketmaster.fr/static/images/vignettes/n_drag-race-france-saison-2.gif
7 janv. 2023,GARE DU MIDI,BIARRITZ,THEATRE - THEATRE CONTEMPORAIN,32.2,"""LAWRENCE DARABIE""",https://static.ticketmaster.fr/static/images/vignettes/a_529519.gif
20 janv. 2023,AUDITORIUM DE MEGACITE,AMIENS,THEATRE - COMEDIE,29.9,LA GUERRE DES SEXES,https://static.ticketmaster.fr/static/images/vignettes/n_la-guerre-des-sexes.gif
12 avr. 2023,PALAIS DES CONGRES,LE TOUQUET PARIS PLAGE,THEATRE - COMEDIE,50.0,UNE SITUATION DELICATE,https://static.ticketmaster.fr/static/images/vignettes/n_une-situation-delicate.gif
16 sept. 2022 au 15 janv. 2023,Splendid St Martin,PARIS,THEATRE - COMEDIE,34.9,LES VOYAGEURS DU CRIME,https://static.ticketmaster.fr/static/images/vignettes/a_529490.gif
4 fevr. 2022 au 28 fevr. 2023,THEATRE MOLIERE,BORDEAUX,THEATRE - COMEDIE,26.0,CHERI- ON SE DIT TOUT !,https://static.ticketmaster.fr/static/images/vignettes/n_cheri-on-se-dit-tout.gif
15 sept. 2022 au 26 mars 2023,THEATRE DES VARIETES,PARIS,THEATRE - COMEDIE,26.0,"""JE PREFERE QUON RESTE ENSEMBLE""- OLIVIER SITRUCK- MICHELE BERNIER",https://static.ticketmaster.fr/static/images/vignettes/a_525136.gif
27 sept. 2022 au 26 mars 2023,THEATRE DE LA PORTE SAINT-MARTIN,PARIS,THEATRE - COMEDIE,14.0,1983- CHANTAL LADESOU- DOMINIQUE DAGUIER- CLEMENCE ANSAULT,https://static.ticketmaster.fr/static/images/vignettes/a_526486.gif
22 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,20.5,LES COUPLES ONT CHANGE,https://static.ticketmaster.fr/static/images/vignettes/a_536245.gif
22 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,24.5,DANS LA PEAU DE MA FEMME,https://static.ticketmaster.fr/static/images/vignettes/n_dans-la-peau-de-ma-femme.gif
22 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,24.5,LE DINER DE CONS,https://static.ticketmaster.fr/static/images/vignettes/n_le-diner-de-cons.gif
2 au 31 dec. 2022,THEATRE DES SALINIERES,BORDEAUX,THEATRE - COMEDIE,16.0,QUI A SUICIDE ANGELA ?,https://static.ticketmaster.fr/static/images/vignettes/a_528492.gif
31 dec. 2022,LA COMEDIE DE TOULOUSE,TOULOUSE,THEATRE - COMEDIE,50.0,CRIMES A SAINT-SERNIN,https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
11 mars 2023,CHAUDEAU,LUDRES,THEATRE - COMEDIE,39.5,LE JEU DE LA VERITE,https://static.ticketmaster.fr/static/images/vignettes/n_le-jeu-de-la-verite.gif
16 mai 2023,GARE DU MIDI,BIARRITZ,THEATRE - COMEDIE,32.2,FALLAIT PAS LE DIRE,https://static.ticketmaster.fr/static/images/vignettes/a_529556.gif
7 au 16 sept. 2023,CASINO DE PARIS,PARIS,THEATRE - THEATRE MUSICAL,29.0,DRAG RACE FRANCE,https://static.ticketmaster.fr/static/images/vignettes/a_542299.gif
8 janv. 2023,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,29.0,LES CACHOTTIERS,https://static.ticketmaster.fr/static/images/vignettes/a_505135.gif
15 janv. 2023,MAISON DU PEUPLE,BELFORT,THEATRE - COMEDIE,17.0,"""DO VS PARENT : MODE DEMPLOI""",https://static.ticketmaster.fr/static/images/vignettes/a_529102.gif
15 janv. 2023,MAISON DU PEUPLE,BELFORT,THEATRE - COMEDIE,28.0,LE CLAN DES DIVORCEES,https://static.ticketmaster.fr/static/images/vignettes/a_529086.gif
11 mars 2023,PALAIS DES CONGRES,LE TOUQUET PARIS PLAGE,THEATRE - COMEDIE,45.0,BERLIN BERLIN,https://static.ticketmaster.fr/static/images/vignettes/n_berlin-berlin.gif
3 mars 2022 au 1 avr. 2023,THEATRE TRISTAN BERNARD,PARIS,THEATRE - COMEDIE,30.6,LES GROS PATINENT BIEN- PIERRE GUILLOIS- PHILIPPE LE GALL- DIDIER BOULLE,https://static.ticketmaster.fr/static/images/vignettes/n_les-gros-patinent-bien.gif
19 août 2022 au 31 mars 2023,THEATRE MICHEL,PARIS,THEATRE - COMEDIE,24.0,UNE IDEE GENIALE- SEBASTIEN CASTRO- JOSÉ PAUL- LAURENCE PORTEIL- GNES BOURY,https://static.ticketmaster.fr/static/images/vignettes/a_523087.gif
8 oct. 2022 au 7 mai 2023,LA GAÎTÉ-MONTPARNASSE,PARIS,THEATRE - COMEDIE,27.2,BLANCHE NEIGE ET LES 7 NAINS,https://static.ticketmaster.fr/static/images/vignettes/a_527196.gif
13 oct. 2022 au 1 juil. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - COMEDIE,24.5,CHERI- ON SE DIT TOUT !,https://static.ticketmaster.fr/static/images/vignettes/n_cheri-on-se-dit-tout.gif
11 janv. au 29 avr. 2023,L'Européen,PARIS,THEATRE - COMEDIE,29.0,RAGNAR LE BRETON,https://static.ticketmaster.fr/static/images/vignettes/a_538853.gif
14 janv. 2023,LE ZEPHYR,HEM,THEATRE - THEATRE MUSICAL,18.0,PINOCCHIO,https://static.ticketmaster.fr/static/images/vignettes/a_528175.gif
19 janv. au 5 fevr. 2023,THEATRE DE JEANNE,NANTES,THEATRE - COMEDIE,22.0,"""CHERI- FAUT QUON PARLE""",https://static.ticketmaster.fr/static/images/vignettes/a_526113.gif
20 janv. 2023,SALLE DE L'ARSENAL,TOUL,THEATRE - COMEDIE,39.5,"""UN CONSEIL DAMI""",https://static.ticketmaster.fr/static/images/vignettes/a_525105.gif
19 fevr. 2023,ARCADIUM,ANNECY,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
9 au 12 mars 2023,TH. LE PARIS AVIGNON,AVIGNON,THEATRE - THEATRE JEUNE PUBLIC,35.4,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/n_les-chevaliers-du-fiel.gif
14 sept. 2022 au 2 avr. 2023,THEATRE DE PARIS,PARIS,THEATRE - COMEDIE,33.0,CHERS PARENTS- BERNARD ALANE- ELISE DIAMANT- RUDY MILSTEIN- FRÉDÉRIQUE TIRMONT- EMMANUEL PATRON,https://static.ticketmaster.fr/static/images/vignettes/a_527628.gif
9 oct. 2022 au 1 mai 2023,LA GAÎTÉ-MONTPARNASSE,PARIS,THEATRE - COMEDIE,27.3,LE BOSSU DE NOTRE DAME,https://static.ticketmaster.fr/static/images/vignettes/a_534894.gif
26 oct. 2022 au 22 mars 2023,THEATRE VICTOIRE,BORDEAUX,THEATRE - COMEDIE,18.0,"""DOS VS PARENTS MODE DEMPLOI""",https://static.ticketmaster.fr/static/images/vignettes/a_533587.gif
31 dec. 2022,ESPACE LAURENT BONNEVAY,ST DIDIER AU MONT D OR,THEATRE - COMEDIE,31.2,LES HOMMES SE CACHENT POUR MENTIR,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-se-cachent-pour-mentir.gif
31 dec. 2022,THEATRE SAINT LOUIS,PAU,THEATRE - COMEDIE,22.0,LE PRENOM,https://static.ticketmaster.fr/static/images/vignettes/n_le-prenom.gif
31 janv. 2023,PALAIS DES CONGRES-LE MANS,LE MANS,THEATRE - THEATRE CONTEMPORAIN,35.2,STEPS ON STRINGS,https://static.ticketmaster.fr/static/images/vignettes/a_530784.gif
9 fevr. 2023,L'EMC2,ST GREGOIRE,THEATRE - COMEDIE,49.0,DROLE DE GENRE,https://static.ticketmaster.fr/static/images/vignettes/n_drole-de-genre.gif
1 avr. 2023,LE PONANT,PACE,THEATRE - COMEDIE,27.2,LES HOMMES SE CACHENT POUR MENTIR,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-se-cachent-pour-mentir.gif
15 avr. 2023,PALAIS DES CONGRES TOURS,TOURS,THEATRE - COMEDIE,47.0,UNE SITUATION DÉLICATE- MAX BOUBLIL- CLOTILDE COURAU- GERARD DARMON- UNE SITUATION DELICATE,https://static.ticketmaster.fr/static/images/vignettes/a_523892.gif
18 août 2021 au 2 avr. 2023,THEATRE DU PALAIS ROYAL,PARIS,THEATRE - THEATRE CONTEMPORAIN,19.0,LA MACHINE DE TURING- BENOIT SOLES- GREGORY BENCHENAFI- MAURY DE CRAYENCOUR- MATYAS SIMON,https://static.ticketmaster.fr/static/images/vignettes/a_503706.gif
15 janv. 2022 au 23 fevr. 2023,MAISON DE LA CULTURE,CLERMONT FERRAND,THEATRE - COMEDIE,39.0,DROLE DE CAMPAGNE- FRANK LEBOEUF,https://static.ticketmaster.fr/static/images/vignettes/a_502930.gif
29 janv. 2022 au 20 mai 2023,THEATRE SAINT-GEORGES,PARIS,THEATRE - THEATRE JEUNE PUBLIC,16.0,LES FOURBERIES DE SCAPIN- MOLIÈRE,https://static.ticketmaster.fr/static/images/vignettes/a_515989.gif
15 avr. 2022 au 15 janv. 2023,Splendid St Martin,PARIS,THEATRE - COMEDIE,37.1,LE CERCLE DES ILLUSIONNISTES,https://static.ticketmaster.fr/static/images/vignettes/a_523090.gif
18 août 2022 au 30 avr. 2023,THEATRE LEPIC,PARIS,THEATRE - THEATRE CONTEMPORAIN,41.8,"""CHANGER LEAU DES FLEURS""- SALOME LELOUCH- FREDERIC CHEVAUX- MIKAEL CHIRINIAN- CAROLINE ROCHEFORT- MORGAN PEREZ- VALERIE PERRIN",https://static.ticketmaster.fr/static/images/vignettes/a_530312.gif
2 sept. 2022 au 14 janv. 2023,THEATRE TRIANON,BORDEAUX,THEATRE - COMEDIE,21.0,MADAME EST UNE FAUSSE MAIGRE,https://static.ticketmaster.fr/static/images/vignettes/n_madame-est-une-fausse-maigre.gif
2 sept. 2022 au 28 mars 2023,COMEDIE BASTILLE,PARIS,THEATRE - COMEDIE,14.0,ET PENDANT CE TEMPS SIMONE VEILLE,https://static.ticketmaster.fr/static/images/vignettes/a_528840.gif
16 sept. 2022 au 31 mai 2023,LA GAÎTÉ-MONTPARNASSE,PARIS,THEATRE - COMEDIE,32.8,"""LEMBARRAS DU CHOIX""- SEBASTIEN AZZOPARDI- SACHA DANINO",https://static.ticketmaster.fr/static/images/vignettes/n_l-embarras-du-choix.gif
20 sept. 2022 au 25 mars 2023,THEATRE VICTOIRE,BORDEAUX,THEATRE - COMEDIE,18.0,LES HOMMES SONT DES FEMMES COMME LES AUTRES,https://static.ticketmaster.fr/static/images/vignettes/a_533689.gif
20 sept. 2022 au 8 janv. 2023,THEATRE HEBERTOT,PARIS,THEATRE - COMEDIE,15.0,"""LIMPORTANCE DETRE CONSTANT""",https://static.ticketmaster.fr/static/images/vignettes/a_527459.gif
22 sept. 2022 au 8 janv. 2023,THEATRE DE LA MADELEINE,PARIS,THEATRE - COMEDIE,12.0,LE TOURBILLON- PHILIPPE LELLOUCHE- LINE GAILLOT- CATERINA MURINO- STEPHANE METZGER,https://static.ticketmaster.fr/static/images/vignettes/a_528753.gif
30 sept. 2022 au 7 janv. 2023,THEATRE DES VARIETES,PARIS,THEATRE - COMEDIE,15.0,U SCALPEL- BRUNO SALOMONE- DAVY SARDOU,https://static.ticketmaster.fr/static/images/vignettes/a_525172.gif
12 nov. 2022 au 15 fevr. 2023,THEATRE DE LA PORTE SAINT-MARTIN,PARIS,THEATRE - THEATRE CONTEMPORAIN,14.0,EDOUARD BAER,https://static.ticketmaster.fr/static/images/vignettes/a_538006.gif
17 au 31 dec. 2022,THEATRE A L’OUEST DE LYON,DECINES CHARPIEU,THEATRE - THEATRE JEUNE PUBLIC,12.0,SNOW- UN NOEL DE CHIEN,https://static.ticketmaster.fr/static/images/vignettes/n_snow-un-noel-de-chien.gif
6 janv. au 1 avr. 2023,GRAND THEATRE 3T,TOULOUSE,THEATRE - COMEDIE,24.0,"""LES FEMMES ONT TOUJOURS RAISON LES HOMMES NONT JAMAIS TORT""",https://static.ticketmaster.fr/static/images/vignettes/n_les-femmes-ont-toujours-raison.gif
7 janv. au 31 mars 2023,CAFE THEATRE DES 3T,TOULOUSE,THEATRE - COMEDIE,24.0,CHERI ON SE DIT TOUT,https://static.ticketmaster.fr/static/images/vignettes/a_541323.gif
13 janv. 2023,ZENITH D'AMIENS,AMIENS,THEATRE - COMEDIE,36.0,UN COUPLE MAGIQUE,https://static.ticketmaster.fr/static/images/vignettes/n_un-couple-magique.gif
20 janv. 2023,THEATRE DE L'AVRE,ROYE,THEATRE - COMEDIE,34.0,LE CLAN DES DIVORCEES,https://static.ticketmaster.fr/static/images/vignettes/n_le-clan-des-divorcees.gif
20 janv. 2023,OCEANIS,PLOEMEUR,THEATRE - COMEDIE,22.0,BAS LES MASQUES,https://static.ticketmaster.fr/static/images/vignettes/a_531880.gif
20 janv. 2023,THEATRE PIERRE CRAVEY,LA TESTE DE BUCH,THEATRE - COMEDIE,20.0,LES TONTONS FARCEURS,https://static.ticketmaster.fr/static/images/vignettes/n_les-tontons-farceurs.gif
21 janv. 2023,LE POLYGONE,CHEVIGNY ST SAUVEUR,THEATRE - COMEDIE,25.0,DROLE DE CAMPAGNE,https://static.ticketmaster.fr/static/images/vignettes/n_drole-de-campagne.gif
21 janv. 2023,LE ZEPHYR,HEM,THEATRE - COMEDIE,17.0,"""DOS VS PARENTS MODE DEMPLOI""",https://static.ticketmaster.fr/static/images/vignettes/n_ados-vs-parents-mode-d-emploi.gif
22 janv. 2023,ESPACE LIGERIA,MONTLOUIS SUR LOIRE,THEATRE - CONTE,23.0,FRED PELLERIN,https://static.ticketmaster.fr/static/images/vignettes/a_535436.gif
27 janv. 2023,THEATRE GALLI,SANARY SUR MER,THEATRE - THEATRE JEUNE PUBLIC,39.5,THE GLENN MILLER MEMORIAL ORCHESTRA,https://static.ticketmaster.fr/static/images/vignettes/a_505547.gif
28 janv. 2023,LE BASCALA,BRUGUIERES,THEATRE - AUTRES THEATRE,35.0,BERNARD WERBER,https://static.ticketmaster.fr/static/images/vignettes/a_538230.gif
23 fevr. au 4 mars 2023,ATHENEE THEATRE LOUIS-JOUVET,PARIS,THEATRE - THEATRE MUSICAL,30.8,THOMAS FERSEN,https://static.ticketmaster.fr/static/images/vignettes/a_538406.gif
6 mars 2023,GARE DU MIDI,BIARRITZ,THEATRE - COMEDIE,36.0,BERLIN BERLIN,https://static.ticketmaster.fr/static/images/vignettes/a_526840.gif
9 mars 2023,MAISON DE LA CULTURE,CLERMONT FERRAND,THEATRE - COMEDIE,39.0,ESPECES MENACEES,https://static.ticketmaster.fr/static/images/vignettes/a_519900.gif
30 mars au 25 juin 2023,THEATRE DES BOUFFES PARISIENS,PARIS,THEATRE - COMEDIE,19.0,UN COUPLE MAGIQUE- STEPHANE PLAZA- JEANFI JANSSENS- JEAN LUC MOREAU- LAURENT RUQUIER- VALERIE MAIRESSE,https://static.ticketmaster.fr/static/images/vignettes/a_529897.gif
1 avr. 2023,L'EMC2,ST GREGOIRE,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
21 avr. 2023,L'EMC2,ST GREGOIRE,THEATRE - COMEDIE,37.0,LES HOMMES VIENNENT DE MARS ET LES FEMMES DE VENUS,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-viennent-de-mars.gif
29 avr. 2023,PALAIS DES CONGRES DE LORIENT,LORIENT,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
5 mai 2023,LA MALS,SOCHAUX,THEATRE - COMEDIE,20.0,TIMES SQUARE- GUILLAUME DE TONQUEDEC,https://static.ticketmaster.fr/static/images/vignettes/n_times-square.gif
23 au 24 mai 2023,RADIANT,CALUIRE ET CUIRE,THEATRE - THEATRE CONTEMPORAIN,23.0,CHERS PARENTS,https://static.ticketmaster.fr/static/images/vignettes/a_527862.gif
27 mai 2023,CASINO BOURBON L'ARCHAMBAULT,BOURBON L ARCHAMBAULT,THEATRE - THEATRE CLASSIQUE,27.2,THE OPERA LOCOS,https://static.ticketmaster.fr/static/images/vignettes/n_the-opera-locos.gif
6 oct. 2023,L'AMPHITHEATRE,LYON,THEATRE - THEATRE MUSICAL,29.0,DRAG RACE FRANCE,https://static.ticketmaster.fr/static/images/vignettes/n_drag-race-france-saison-2.gif
17 dec. 2023,PALAIS DES CONGRES TOURS,TOURS,THEATRE - COMEDIE,47.0,"""JE PREFERE QUON RESTE ENSEMBLE""",https://static.ticketmaster.fr/static/images/vignettes/n_je-prefere-qu-on-reste-ensemble.gif
28 sept. 2018 au 30 avr. 2023,Le Grand Point Virgule,PARIS,THEATRE - COMEDIE,32.7,SHERLOCK HOLMES- CHRISTOPHE DELORT,https://static.ticketmaster.fr/static/images/vignettes/a_445871.gif
21 sept. 2021 au 16 avr. 2023,THEATRE DU PALAIS ROYAL,PARIS,THEATRE - THEATRE CONTEMPORAIN,20.0,EDMOND- LEXIS MICHALIK,https://static.ticketmaster.fr/static/images/vignettes/a_502970.gif
5 mars au 31 dec. 2022,THEATRE DE LA TOUR EIFFEL,PARIS,THEATRE - THEATRE JEUNE PUBLIC,14.8,LBERT EINSTEIN UN ENFANT A PART- TADRINA HOCKING- THOMAS LEMPIRE- SYLVIA ROUX,https://static.ticketmaster.fr/static/images/vignettes/a_520791.gif
2 mai 2022 au 9 juil. 2023,L'ANTRE MAGIQUE,PARIS,THEATRE - THEATRE JEUNE PUBLIC,13.0,LE CHAPEAU MAGIQUE,https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
16 sept. 2022 au 2 avr. 2023,THEATRE DE LA MICHODIERE,PARIS,THEATRE - COMEDIE,20.0,"""LORSQUE LENFANT PARAIT""- CATHERINE FROT- MICHEL FAU- MAXIME LOMBARD- GATHE BONITZER- QUENTIN DOLMAIRE- HELENE BABU- SANDA CODREANU",https://static.ticketmaster.fr/static/images/vignettes/a_530065.gif
7 oct. 2022 au 5 mars 2023,THEATRE SAINT-GEORGES,PARIS,THEATRE - THEATRE CONTEMPORAIN,27.2,LADY AGATHA,https://static.ticketmaster.fr/static/images/vignettes/a_534382.gif
15 oct. 2022 au 4 mars 2023,THEATRE LE RANELAGH,PARIS,THEATRE - THEATRE CONTEMPORAIN,12.0,GEORGES LE DRAGON,https://static.ticketmaster.fr/static/images/vignettes/a_535822.gif
22 oct. 2022 au 5 mai 2023,THEATRE SAINT-GEORGES,PARIS,THEATRE - THEATRE JEUNE PUBLIC,16.0,LE MEDECIN MALGRE LUI- MOLIÈRE,https://static.ticketmaster.fr/static/images/vignettes/a_534861.gif
18 nov. 2022 au 12 fevr. 2023,THEATRE DU PETIT SAINT-MARTIN,PARIS,THEATRE - SEUL EN SCENE,29.5,-T-ON TOUJOURS RAISON ?- FRED BLIN- WHICH WITCH ARE YOU?,https://static.ticketmaster.fr/static/images/vignettes/a_531038.gif
24 nov. 2022 au 24 fevr. 2023,THEATRE LA COMEDIE DE LILLE,LILLE,THEATRE - THEATRE JEUNE PUBLIC,20.5,"""CEST DECIDE JE DEVIENS UNE CONNASSE""",https://static.ticketmaster.fr/static/images/vignettes/a_539177.gif
1 dec. 2022 au 15 janv. 2023,LA COMEDIE DE NICE,NICE,THEATRE - COMEDIE,24.0,"""LES FEMMES ONT TOUJOURS RAISON LES HOMMES NONT JAMAIS TORT""",https://static.ticketmaster.fr/static/images/vignettes/n_les-femmes-ont-toujours-raison.gif
3 au 31 dec. 2022,Essaion de Paris,PARIS,THEATRE - THEATRE JEUNE PUBLIC,12.0,LE TRAINEAU DU PERE NOEL,https://static.ticketmaster.fr/static/images/vignettes/a_537441.gif
9 au 30 dec. 2022,THEATRE DES BOUFFES DU NORD,PARIS,THEATRE - THEATRE CONTEMPORAIN,20.0,LE REVE ET LA PLAINTE,https://static.ticketmaster.fr/static/images/vignettes/s_6.gif
26 janv. au 10 mars 2023,LE 13EME ART,PARIS,THEATRE - LECTURE,35.0,MARCEL- A LA RECHERCHE DU TEMPS PERDU- OXMO PUCCINO- JEREMIE LIPPMANN- FRANCOISE FABIAN,https://static.ticketmaster.fr/static/images/vignettes/a_538663.gif
14 fevr. 2023,LE PONANT,PACE,THEATRE - COMEDIE,30.2,"""JAIME BEAUCOUP CE QUE VOUS FAITES""",https://static.ticketmaster.fr/static/images/vignettes/a_541073.gif
25 fevr. 2023,CASINO D'ARRAS,ARRAS,THEATRE - COMEDIE,29.9,LA GUERRE DES SEXES,https://static.ticketmaster.fr/static/images/vignettes/n_la-guerre-des-sexes.gif
25 fevr. 2023,SALLE FESTIVE NANTES NORD,NANTES,THEATRE - COMEDIE,17.0,PANIQUE A LA MAISON DE RETRAITE,https://static.ticketmaster.fr/static/images/vignettes/a_528638.gif
13 mars 2023,GARE DU MIDI,BIARRITZ,THEATRE - THEATRE CONTEMPORAIN,32.2,LE SYSTEME RIBADIER,https://static.ticketmaster.fr/static/images/vignettes/a_529541.gif
15 mars 2023,RADIANT,CALUIRE ET CUIRE,THEATRE - THEATRE CONTEMPORAIN,35.5,GUIHOME,https://static.ticketmaster.fr/static/images/vignettes/a_527360.gif
31 mars 2023,MAISON DU PEUPLE,BELFORT,THEATRE - COMEDIE,30.2,TALONS AIGUILLES ET POIL AUX PATTES,https://static.ticketmaster.fr/static/images/vignettes/n_talons-aiguilles-et-poil-aux-pattes.gif
15 avr. 2023,THEATRE SEBASTOPOL,LILLE,THEATRE - COMEDIE,25.0,LES HOMMES SONT CONS- LES FEMMES CASSE-COUILLES,https://static.ticketmaster.fr/static/images/vignettes/n_les-hommes-sont-cons.gif
15 avr. 2023,PALAIS DES CONGRES,STRASBOURG CEDEX,THEATRE - COMEDIE,45.0,LES HOMMES VIENNENT DE MARS ET LES FEMMES DE VENUS,https://static.ticketmaster.fr/static/images/vignettes/a_537413.gif
