Date,Lieu,Ville,Type,Prix,Artiste,Image
14 janv. 2023,PALAIS DE L'EUROPE,MENTON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,54.0,GAD ELMALEH,https://static.ticketmaster.fr/static/images/vignettes/a_543250.gif
27 au 30 juin 2023,Dome de Paris,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,32.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/a_541210.gif
15 mars 2023,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
31 mars 2023,LES ARENES DE METZ,METZ,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
1 avr. 2023,ARENA STADE COUVERT,LIEVIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,29.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
23 au 24 mars 2023,HALLE TONY GARNIER,LYON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
31 dec. 2022,BOURSE DU TRAVAIL,LYON,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,37.5,CECILE GIROUD- YANN STOTZ,https://static.ticketmaster.fr/static/images/vignettes/a_538991.gif
28 mars au 1 avr. 2023,Dome de Paris,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,30.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
13 avr. 2023,PARC EXPO DE TOURS,TOURS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,36.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
14 janv. 2023,ZENITH ARENA LILLE,LILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,32.0,PIERRE EMMANUEL BARRE,https://static.ticketmaster.fr/static/images/vignettes/n_pierre-emmanuel-barre.gif
25 janv. 2024,ZENITH ARENA LILLE,LILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
12 janv. 2023,ZENITH D'AUVERGNE,COURNON D AUVERGNE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
28 au 29 avr. 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,45.0,"""LES BODINS""",https://static.ticketmaster.fr/static/images/vignettes/n_les-bodin-s-grandeur-nature.gif
23 mars 2024,ARENA LOIRE,TRELAZE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
11 janv. au 18 fevr. 2023,THEATRE DEJAZET,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,22.0,MARC ANTOINE LE BRET,https://static.ticketmaster.fr/static/images/vignettes/n_marc-antoine-le-bret.gif
14 mars 2023,SUD DE FRANCE ARENA,PEROLS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/a_528244.gif
18 janv. 2024,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
18 janv. 2023,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,32.0,PIERRE EMMANUEL BARRE,https://static.ticketmaster.fr/static/images/vignettes/n_pierre-emmanuel-barre.gif
30 mars 2023,ZENITH EUROPE STRASBOURG,ECKBOLSHEIM,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
13 janv. 2024,ARENA FUTUROSCOPE,CHASSENEUIL DU POITOU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
13 mars 2024,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
27 juin 2023,CASINO,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,34.0,RAGNAR LE BRETON,https://static.ticketmaster.fr/static/images/vignettes/n_ragnar-le-breton.gif
24 janv. 2023,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,KYAN KHOJANDI,https://static.ticketmaster.fr/static/images/vignettes/a_517969.gif
13 mars 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.2,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
26 mars 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
12 avr. 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
17 janv. 2023,ZENITH ARENA LILLE,LILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,KYAN KHOJANDI,https://static.ticketmaster.fr/static/images/vignettes/n_kyan-khojandi.gif
19 janv. 2023,ZENITH DE PAU,PAU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
3 au 4 mars 2023,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,35.0,"""LES BODINS""",https://static.ticketmaster.fr/static/images/vignettes/n_les-bodin-s-grandeur-nature.gif
22 mars 2023,CASINO D'ARRAS,ARRAS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,20.0,"""MARIE SINFILTRE""",https://static.ticketmaster.fr/static/images/vignettes/n_marie-s-infiltre.gif
3 au 4 nov. 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.2,MAXIME GASTEUIL,https://static.ticketmaster.fr/static/images/vignettes/n_maxime-gasteuil.gif
28 janv. 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,KYAN KHOJANDI,https://static.ticketmaster.fr/static/images/vignettes/n_kyan-khojandi.gif
7 mars 2023,LE CEPAC SILO,MARSEILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,34.0,BOODER,https://static.ticketmaster.fr/static/images/vignettes/n_booder-is-back.gif
8 avr. 2023,Dome de Paris,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,29.0,"""DJAL""",https://static.ticketmaster.fr/static/images/vignettes/n_d-jal.gif
14 au 16 avr. 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,36.2,"""LES BODINS""",https://static.ticketmaster.fr/static/images/vignettes/n_les-bodin-s-grandeur-nature.gif
27 janv. 2024,GALAXIE,AMNEVILLE LES THERMES,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
29 sept. 2022 au 14 fevr. 2023,THEATRE DE LA TOUR EIFFEL,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,19.0,CHRISTELLE CHOLLET,https://static.ticketmaster.fr/static/images/vignettes/a_520030.gif
12 janv. 2023,REIMS ARENA,REIMS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,36.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
1 oct. 2023,LE SPLENDID,ST QUENTIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,38.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
29 dec. 2022 au 7 janv. 2023,LES FOLIES BERGERE,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,23.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
22 mars 2023,PALAIS NIKAIA  DE NICE,NICE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/a_528260.gif
25 mars 2023,ARENA FUTUROSCOPE,CHASSENEUIL DU POITOU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,REDOUANE BOUGHERABA,https://static.ticketmaster.fr/static/images/vignettes/n_redouane-bougheraba.gif
17 au 19 avr. 2023,Dome de Paris,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,KEV ADAMS,https://static.ticketmaster.fr/static/images/vignettes/n_kev-adams.gif
20 avr. 2023,AUDITORIUM 800,NANTES,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,37.0,LES HOMMES VIENNENT DE MARS ET LES FEMMES DE VENUS,https://static.ticketmaster.fr/static/images/vignettes/a_537414.gif
20 avr. 2023,CITE DES CONGRES,NANTES,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,44.0,MANU PAYET,https://static.ticketmaster.fr/static/images/vignettes/n_manu-payet.gif
28 avr. 2023,PASINO PARTOUCHE LA GRANDE MOTTE,LA GRANDE MOTTE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,37.0,LAURA LAUNE,https://static.ticketmaster.fr/static/images/vignettes/a_523612.gif
24 mars 2024,LE LIBERTE,RENNES,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
17 janv. 2023,THEATRE FEMINA,BORDEAUX,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,36.0,SEB MELLIA,https://static.ticketmaster.fr/static/images/vignettes/a_523364.gif
27 janv. 2023,ZENITH EUROPE STRASBOURG,ECKBOLSHEIM,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
4 mars 2023,ARENA FUTUROSCOPE,CHASSENEUIL DU POITOU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,37.0,JEREMY FERRARI,https://static.ticketmaster.fr/static/images/vignettes/n_jeremy-ferrari.gif
18 mars 2023,LES ARENES DE METZ,METZ,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,JEFF PANACLOC,https://static.ticketmaster.fr/static/images/vignettes/n_jeff-panacloc-adventure.gif
30 avr. 2023,CASINO,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,HAROUN,https://static.ticketmaster.fr/static/images/vignettes/n_haroun.gif
16 dec. 2023,THEATRE SEBASTOPOL,LILLE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,27.0,PAUL TAYLOR,https://static.ticketmaster.fr/static/images/vignettes/n_paul-taylor.gif
12 juin 2021 au 31 dec. 2022,THEATRE DES NOUVEAUTES,PARIS,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,24.0,OLIVIER GIRAUD,https://static.ticketmaster.fr/static/images/vignettes/n_how-to-become-a-parisian-in-one-hour.gif
5 janv. au 13 mai 2023,THEATRE DES NOUVEAUTES,PARIS,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,24.0,OLIVIER GIRAUD- HOW TO BECOME A PARISIAN IN ONE HOUR?,https://static.ticketmaster.fr/static/images/vignettes/a_540694.gif
11 janv. 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,ELODIE POUX,https://static.ticketmaster.fr/static/images/vignettes/a_515635.gif
12 au 15 janv. 2023,CASINO DE PARIS,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,20.0,LAURA LAUNE,https://static.ticketmaster.fr/static/images/vignettes/n_laura-laune.gif
21 janv. 2023,THEATRE SEBASTOPOL,LILLE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,21.0,JAMAIS LE DEUXIEME SOIR !!,https://static.ticketmaster.fr/static/images/vignettes/n_jamais-le-deuxieme-soir.gif
11 fevr. 2023,SUMMUM,GRENOBLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,54.0,GAD ELMALEH,https://static.ticketmaster.fr/static/images/vignettes/a_543111.gif
30 au 31 mars 2023,Le Grand Rex,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,28.0,VERONIC DICAIRE,https://static.ticketmaster.fr/static/images/vignettes/a_527373.gif
10 mai 2023,CASINO,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,29.0,BOODER,https://static.ticketmaster.fr/static/images/vignettes/n_booder-is-back.gif
2 juil. 2022 au 18 mars 2023,LE REPUBLIQUE,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,SEB MELLIA,https://static.ticketmaster.fr/static/images/vignettes/a_527806.gif
26 janv. 2023,ZENITH D'AUVERGNE,COURNON D AUVERGNE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.5,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/n_les-chevaliers-du-fiel.gif
1 fevr. 2023,ZENITH SUD MONTPELLIER,MONTPELLIER,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
3 mars 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,41.2,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/n_les-chevaliers-du-fiel.gif
3 fevr. 2024,LA PALESTRE,LE CANNET,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,NAIM,https://static.ticketmaster.fr/static/images/vignettes/n_naim.gif
4 fevr. 2022 au 30 juin 2023,LE REPUBLIQUE,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,29.0,LE COMTE DE BOUDERBALA- SAMI AMEZIANE,https://static.ticketmaster.fr/static/images/vignettes/a_517339.gif
10 au 21 janv. 2023,LES FOLIES BERGERE,PARIS,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,35.0,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/n_les-chevaliers-du-fiel.gif
28 janv. 2023,SALLE DES MARINIERES,PORCIEU AMBLAGNIEU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,TRYO,https://static.ticketmaster.fr/static/images/vignettes/n_tryo.gif
24 fevr. 2023,LE PAVILLON,QUIMPER,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,37.0,BAPTISTE LECAPLAIN,https://static.ticketmaster.fr/static/images/vignettes/n_baptiste-lecaplain.gif
24 mars 2023,BREST ARENA,BREST,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,MICHAEL GREGORIO,https://static.ticketmaster.fr/static/images/vignettes/n_micha-l-gregorio.gif
7 avr. 2023,THEATRE SEBASTOPOL,LILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,31.0,KHEIRON,https://static.ticketmaster.fr/static/images/vignettes/n_kheiron.gif
28 oct. 2023,ZENITH TOULOUSE METROPOLE,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,MAXIME GASTEUIL,https://static.ticketmaster.fr/static/images/vignettes/n_maxime-gasteuil.gif
17 nov. 2023,ELISPACE,BEAUVAIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,MICHAEL GREGORIO,https://static.ticketmaster.fr/static/images/vignettes/n_michael-gregorio.gif
18 nov. 2023,SCENEO,LONGUENESSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,MICHAEL GREGORIO,https://static.ticketmaster.fr/static/images/vignettes/n_michael-gregorio.gif
12 janv. 2023,SALLE MISTRAL,PEGOMAS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,27.0,DJIMO,https://static.ticketmaster.fr/static/images/vignettes/n_djimo.gif
13 janv. 2023,ZENITH,ST ETIENNE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
21 janv. 2023,LE CORUM-OPERA BERLIOZ,MONTPELLIER,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,33.0,SEB MELLIA,https://static.ticketmaster.fr/static/images/vignettes/n_seb-mellia.gif
21 fevr. au 20 mai 2023,L'Européen,PARIS,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,29.0,DOULLY,https://static.ticketmaster.fr/static/images/vignettes/n_doully.gif
2 mars 2023,PALAIS DES CONGRES TOURS,TOURS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
10 mars 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,KEV ADAMS,https://static.ticketmaster.fr/static/images/vignettes/n_kev-adams.gif
17 mars 2023,LA COMMANDERIE,DOLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,36.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
18 mars 2023,ZENITH DE ROUEN,LE GRAND QUEVILLY,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,49.0,VERONIC DICAIRE,https://static.ticketmaster.fr/static/images/vignettes/a_527478.gif
18 mars 2023,CITE DES CONGRES,NANTES,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,39.0,HAROUN,https://static.ticketmaster.fr/static/images/vignettes/n_haroun.gif
18 mars 2023,LE CORUM-OPERA BERLIOZ,MONTPELLIER,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
25 mars 2023,THEATRE SEBASTOPOL,LILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,29.0,BAPTISTE LECAPLAIN,https://static.ticketmaster.fr/static/images/vignettes/n_baptiste-lecaplain.gif
29 avr. 2023,ARKEA ARENA,FLOIRAC,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
13 mai 2023,CENTRE ATHANOR,MONTLUCON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,30.0,RNAUD DUCRET,https://static.ticketmaster.fr/static/images/vignettes/n_arnaud-ducret.gif
30 mai 2023,BOURSE DU TRAVAIL,LYON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,45.0,FARY,https://static.ticketmaster.fr/static/images/vignettes/a_543594.gif
6 avr. 2024,LE DOME MARSEILLE,MARSEILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
30 sept. 2022 au 1 avr. 2023,L'Européen,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,34.0,60 MINUTES AVEC KHEIRON,https://static.ticketmaster.fr/static/images/vignettes/a_526832.gif
8 oct. 2022 au 5 mars 2023,LE PETIT REPUBLIQUE,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,12.0,DOS SUR TIKTOK PARENTS QUI DEBLOK- PIERRE LEANDRI- FRANCK DUARTE- ROXANNE MICHELET,https://static.ticketmaster.fr/static/images/vignettes/a_535877.gif
31 dec. 2022,AUDITORIUM 800,NANTES,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,48.0,GALA HUMOUR,https://static.ticketmaster.fr/static/images/vignettes/a_538187.gif
4 janv. au 25 mars 2023,THEATRE EDOUARD VII,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,MAXIME GASTEUIL,https://static.ticketmaster.fr/static/images/vignettes/a_530342.gif
6 janv. 2023,LE PRISME,SEYSSINS,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,29.0,SELLIG,https://static.ticketmaster.fr/static/images/vignettes/n_sellig-best-of.gif
12 janv. au 31 mars 2023,PALAIS DES GLACES,PARIS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,18.0,ILYES DJADEL,https://static.ticketmaster.fr/static/images/vignettes/a_542057.gif
13 janv. 2023,LE CEPAC SILO,MARSEILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,33.0,SEB MELLIA,https://static.ticketmaster.fr/static/images/vignettes/n_seb-mellia.gif
14 janv. 2023,ESPACE JULIEN,MARSEILLE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,GREG EMPECHE MOI,https://static.ticketmaster.fr/static/images/vignettes/n_greg-empeche-moi.gif
27 janv. 2023,ESPACE 2000,GRAND CHAMP,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,43.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
28 janv. 2023,PALAIS NIKAIA  DE NICE,NICE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,MICHAEL GREGORIO,https://static.ticketmaster.fr/static/images/vignettes/n_michael-gregorio.gif
28 janv. 2023,LE LIBERTE,RENNES,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/a_516695.gif
2 fevr. 2023,ZENITH DE TOULON,TOULON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,INES REG,https://static.ticketmaster.fr/static/images/vignettes/n_ines-reg.gif
3 fevr. 2023,LE COLISEE,ROUBAIX,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,30.0,FABRICE EBOUE,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
11 fevr. 2023,REIMS ARENA,REIMS,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
11 fevr. 2023,ZENITH SUD MONTPELLIER,MONTPELLIER,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,35.2,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/a_491150.gif
25 fevr. 2023,LE PHARE,CHAMBERY,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,35.5,LES CHEVALIERS DU FIEL,https://static.ticketmaster.fr/static/images/vignettes/n_les-chevaliers-du-fiel.gif
3 mars 2023,THEATRE SEBASTOPOL,LILLE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,35.0,LAURA FELPIN,https://static.ticketmaster.fr/static/images/vignettes/n_laura-felpin.gif
23 mars 2023,LE LIBERTE,RENNES,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,45.0,MICHAEL GREGORIO,https://static.ticketmaster.fr/static/images/vignettes/n_michael-gregorio.gif
23 mars 2023,MAISON DE LA CULTURE,CLERMONT FERRAND,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,32.1,NOELLE PERNA,https://static.ticketmaster.fr/static/images/vignettes/n_noelle-perna.gif
1 avr. 2023,BOURSE DU TRAVAIL,LYON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,HAROUN,https://static.ticketmaster.fr/static/images/vignettes/n_haroun.gif
6 avr. 2023,LE LIBERTE,RENNES,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,KEV ADAMS,https://static.ticketmaster.fr/static/images/vignettes/n_kev-adams.gif
8 avr. 2023,AINTEREXPO,BOURG EN BRESSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,49.0,VERONIC DICAIRE,https://static.ticketmaster.fr/static/images/vignettes/n_veronic-dicaire.gif
10 avr. 2023,ZENITH NANTES METROPOLE,ST HERBLAIN,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,JEFF PANACLOC,https://static.ticketmaster.fr/static/images/vignettes/n_jeff-panacloc-adventure.gif
28 avr. 2023,BOURSE DU TRAVAIL,LYON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,FABRICE EBOUÉ,https://static.ticketmaster.fr/static/images/vignettes/n_fabrice-eboue.gif
24 mai 2023,CASINO,TOULOUSE,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,35.0,RNAUD DUCRET,https://static.ticketmaster.fr/static/images/vignettes/n_arnaud-ducret.gif
27 mai 2023,SALLE PAUL LAMM,HAGONDANGE,HUMOUR ET ONE (WO)MAN SHOW - HUMOUR,17.0,LES COQUETTES,https://static.ticketmaster.fr/static/images/vignettes/n_les-coquettes.gif
2 nov. 2023,ZENITH DE PAU,PAU,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,25.0,MAXIME GASTEUIL,https://static.ticketmaster.fr/static/images/vignettes/n_maxime-gasteuil.gif
5 au 6 mars 2024,BOURSE DU TRAVAIL,LYON,HUMOUR ET ONE (WO)MAN SHOW - ONE (WO)MAN SHOW,39.0,LBAN IVANOV,https://static.ticketmaster.fr/static/images/vignettes/n_alban-ivanov.gif
