Date,Lieu,Ville,Type,Prix,Artiste,Image
21 sept. 2022 au 29 janv. 2023,MUSEE MARMOTTAN MONET,PARIS,EXPOSITION ET MUSEE - EXPOSITION,14.0,MUSEE MARMOTTAN MONET,https://static.ticketmaster.fr/static/images/vignettes/a_534379.gif
11 oct. 2022 au 29 janv. 2023,JEU DE PAUME,PARIS,EXPOSITION ET MUSEE - EXPOSITION,9.5,RENVERSER SES YEUX,https://static.ticketmaster.fr/static/images/vignettes/a_536973.gif
24 oct. 2022 au 19 oct. 2024,MONNAIE DE PARIS,PARIS,EXPOSITION ET MUSEE - MUSEE,12.0,MONNAIE DE PARIS,https://static.ticketmaster.fr/static/images/vignettes/a_538878.gif
31 oct. 2022 au 2 janv. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,8.0,MIROIR DU MONDE - DRESDE - EXPO- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_529712.gif
14 nov. 2022 au 3 fevr. 2023,MEMORIAL DE CAEN,CAEN,EXPOSITION ET MUSEE - MUSEE,14.5,MEMORIAL DE CAEN,https://static.ticketmaster.fr/static/images/vignettes/a_540018.gif
14 dec. 2022 au 12 fevr. 2023,PARIS EXPO,PARIS,EXPOSITION ET MUSEE - EXPOSITION,13.0,JAM CAPSULE,https://static.ticketmaster.fr/static/images/vignettes/a_542618.gif
14 dec. 2022 au 12 fevr. 2023,PARIS EXPO,PARIS,EXPOSITION ET MUSEE - EXPOSITION,13.0,JAM CAPSULE,https://static.ticketmaster.fr/static/images/vignettes/a_542615.gif
14 dec. 2022 au 12 fevr. 2023,PARIS EXPO,PARIS,EXPOSITION ET MUSEE - EXPOSITION,13.0,JAM CAPSULE,https://static.ticketmaster.fr/static/images/vignettes/a_542614.gif
21 dec. 2022 au 20 dec. 2023,MUSEE NATIONAL PICASSO-PARIS,PARIS,EXPOSITION ET MUSEE - MUSEE,14.0,MUSEE NATIONAL PICASSO PARIS,https://static.ticketmaster.fr/static/images/vignettes/a_543486.gif
1 janv. au 31 dec. 2023,MUSEE DU QUAI BRANLY JACQUES CHIRAC,PARIS,EXPOSITION ET MUSEE - MUSEE,13.7,MUSEE DU QUAI BRANLY JACQUES CHIRAC,https://static.ticketmaster.fr/static/images/vignettes/a_543144.gif
1 janv. au 31 dec. 2023,L'AVENTURE MICHELIN,CLERMONT FERRAND,EXPOSITION ET MUSEE - MUSEE,6.5,"""LAVENTURE MICHELIN""",https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
1 janv. au 31 dec. 2023,GREVIN,PARIS,EXPOSITION ET MUSEE - MUSEE,19.0,GREVIN,https://static.ticketmaster.fr/static/images/vignettes/a_539603.gif
8 mars 2023,Espace Prevert,SAVIGNY LE TEMPLE,EXPOSITION ET MUSEE - EXPOSITION,9.0,MARY CASSATT,https://static.ticketmaster.fr/static/images/vignettes/a_539371.gif
15 mars au 16 juil. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,23.5,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543796.gif
15 mars au 16 juil. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,11.5,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543747.gif
18 mars au 13 juil. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,8.0,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543792.gif
19 mars au 12 juil. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,8.0,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543794.gif
8 avr. au 8 juil. 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,8.0,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543793.gif
10 avr. au 29 mai 2023,MUSEE DU LUXEMBOURG,PARIS,EXPOSITION ET MUSEE - EXPOSITION,8.0,LÉON MONET- MUSEE DU LUXEMBOURG,https://static.ticketmaster.fr/static/images/vignettes/a_543795.gif
25 avr. 2023,Espace Prevert,SAVIGNY LE TEMPLE,EXPOSITION ET MUSEE - EXPOSITION,9.0,MARC VERMEER,https://static.ticketmaster.fr/static/images/vignettes/a_539372.gif
23 mai 2023,Espace Prevert,SAVIGNY LE TEMPLE,EXPOSITION ET MUSEE - EXPOSITION,9.0,TOKYO STORIES,https://static.ticketmaster.fr/static/images/vignettes/a_539373.gif
