Date,Lieu,Ville,Type,Prix,Artiste,Image
26 avr. 2023,ETIHAD STADIUM,MANCHESTER,SPORT - FOOTBALL,925.00,MANCHESTER CITY,https://static.ticketmaster.fr/static/images/vignettes/s_23729.gif
29 avr. 2023,CRAVEN COTTAGE,LONDON,SPORT - FOOTBALL,330.00,FULHAM- MANCHESTER CITY,https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
29 avr. 2023,SELHURST PARK,LONDON,SPORT - FOOTBALL,145.00,CRYSTAL PALACE,https://static.ticketmaster.fr/static/images/vignettes/s_24314.gif
29 avr. 2023,ARENA SAINT-ETIENNE METROPOLE,ST CHAMOND,SPORT - MMA (ARTS MARTIAUX MIXTES),25.00,FIGHT NIGHT ONE,https://static.ticketmaster.fr/static/images/vignettes/a_538864.gif
29 avr. 2023,ANFIELD,LIVERPOOL,SPORT - FOOTBALL,1.010.00,LIVERPOOL,https://static.ticketmaster.fr/static/images/vignettes/s_24097.gif
29 avr. 2023,OLD TRAFFORD STADIUM,LONDON,SPORT - FOOTBALL,340.00,MANCHESTER UNITED,https://static.ticketmaster.fr/static/images/vignettes/s_24086.gif
29 avr. 2023,EMIRATES STADIUM,LONDON,SPORT - FOOTBALL,1.465.00,RSENAL,https://static.ticketmaster.fr/static/images/vignettes/s_23728.gif
30 avr. 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,70.00,INTER MILAN,https://static.ticketmaster.fr/static/images/vignettes/s_23706.gif
30 avr. 2023,STADIO OLIMPICO,ROMA,SPORT - FOOTBALL,150.00,S ROMA,https://static.ticketmaster.fr/static/images/vignettes/s_23696.gif
30 avr. 2023,STADE SANTIAGO BERNABEU,MADRID,SPORT - FOOTBALL,160.00,REAL MADRID CF,https://static.ticketmaster.fr/static/images/vignettes/s_15989.gif
30 avr. 2023,SPOTIFY CAMP NOU,BARCELONA,SPORT - FOOTBALL,110.00,FC BARCELONE,https://static.ticketmaster.fr/static/images/vignettes/s_15950.gif
3 mai 2023,ALLIANZ STADIUM,TORINO,SPORT - FOOTBALL,120.00,JUVENTUS,https://static.ticketmaster.fr/static/images/vignettes/s_23710.gif
3 mai 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,45.00,MILAN AC,https://static.ticketmaster.fr/static/images/vignettes/a_533127.gif
3 mai 2023,WANDA METROPOLITANO MADRID,MADRID,SPORT - FOOTBALL,95.00,TLETICO MADRID,https://static.ticketmaster.fr/static/images/vignettes/s_21697.gif
3 mai 2023,SPOTIFY CAMP NOU,BARCELONA,SPORT - FOOTBALL,80.00,FC BARCELONE,https://static.ticketmaster.fr/static/images/vignettes/s_15950.gif
6 mai 2023,CRAVEN COTTAGE,LONDON,SPORT - FOOTBALL,110.00,FULHAM,https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
6 mai 2023,ORANGE VELODROME,MARSEILLE,SPORT - RUGBY,7.00,RC TOULON- TLANTIQUE STADE ROCHELAIS,https://static.ticketmaster.fr/static/images/vignettes/a_536812.gif
6 mai 2023,TOTTENHAM HOTSPUR STADIUM,LONDON,SPORT - FOOTBALL,215.00,TOTTENHAM HOTSPUR,https://static.ticketmaster.fr/static/images/vignettes/s_23758.gif
6 mai 2023,ANFIELD,LIVERPOOL,SPORT - FOOTBALL,965.00,LIVERPOOL,https://static.ticketmaster.fr/static/images/vignettes/s_24097.gif
6 mai 2023,ETIHAD STADIUM,MANCHESTER,SPORT - FOOTBALL,330.00,MANCHESTER CITY,https://static.ticketmaster.fr/static/images/vignettes/s_23729.gif
7 mai 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,65.00,MILAN AC,https://static.ticketmaster.fr/static/images/vignettes/a_533138.gif
7 mai 2023,STADIO OLIMPICO,ROMA,SPORT - FOOTBALL,150.00,S ROMA,https://static.ticketmaster.fr/static/images/vignettes/s_23696.gif
7 mai 2023,STADE AUGUSTE DELAUNE,REIMS,SPORT - FOOTBALL,11.00,STADE DE REIMS- LILLE LOSC,https://static.ticketmaster.fr/static/images/vignettes/s_18836.gif
12 mai 2023,STADE ERNEST WALLON,TOULOUSE,SPORT - RUGBY,7.00,HSBC SEVENS,https://static.ticketmaster.fr/static/images/vignettes/a_543750.gif
13 mai 2023,SELHURST PARK,LONDON,SPORT - FOOTBALL,145.00,CRYSTAL PALACE,https://static.ticketmaster.fr/static/images/vignettes/s_24314.gif
13 mai 2023,STAMFORD BRIDGE STADIUM,LONDRES,SPORT - FOOTBALL,295.00,FC CHELSEA,https://static.ticketmaster.fr/static/images/vignettes/s_21523.gif
13 mai 2023,OLD TRAFFORD STADIUM,LONDON,SPORT - FOOTBALL,295.00,MANCHESTER UNITED,https://static.ticketmaster.fr/static/images/vignettes/s_24086.gif
13 mai 2023,EMIRATES STADIUM,LONDON,SPORT - FOOTBALL,845.00,RSENAL,https://static.ticketmaster.fr/static/images/vignettes/s_23728.gif
14 mai 2023,STADE BOLLAERT-DELELIS,LENS,SPORT - FOOTBALL,17.00,RC LENS- STADE DE REIMS,https://static.ticketmaster.fr/static/images/vignettes/s_18514.gif
14 mai 2023,CIRCUIT DU MANS,LE MANS CEDEX 2,SPORT - MOTO,80.00,GRAND PRIX DE FRANCE MOTO,https://static.ticketmaster.fr/static/images/vignettes/a_539550.gif
14 mai 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,55.00,INTER MILAN,https://static.ticketmaster.fr/static/images/vignettes/s_23706.gif
14 mai 2023,ALLIANZ STADIUM,TORINO,SPORT - FOOTBALL,125.00,JUVENTUS,https://static.ticketmaster.fr/static/images/vignettes/s_23710.gif
14 mai 2023,STADE SANTIAGO BERNABEU,MADRID,SPORT - FOOTBALL,160.00,REAL MADRID CF,https://static.ticketmaster.fr/static/images/vignettes/s_15989.gif
20 mai 2023,CRAVEN COTTAGE,LONDON,SPORT - FOOTBALL,110.00,FULHAM,https://static.ticketmaster.fr/static/images/vignettes/ticket.gif
20 mai 2023,TOTTENHAM HOTSPUR STADIUM,LONDON,SPORT - FOOTBALL,240.00,TOTTENHAM HOTSPUR,https://static.ticketmaster.fr/static/images/vignettes/s_23758.gif
20 mai 2023,ANFIELD,LIVERPOOL,SPORT - FOOTBALL,1.215.00,LIVERPOOL,https://static.ticketmaster.fr/static/images/vignettes/s_24097.gif
20 mai 2023,ETIHAD STADIUM,MANCHESTER,SPORT - FOOTBALL,760.00,MANCHESTER CITY,https://static.ticketmaster.fr/static/images/vignettes/s_23729.gif
21 mai 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,55.00,MILAN AC,https://static.ticketmaster.fr/static/images/vignettes/a_533140.gif
21 mai 2023,STADIO OLIMPICO,ROMA,SPORT - FOOTBALL,55.00,S ROMA,https://static.ticketmaster.fr/static/images/vignettes/s_23696.gif
21 mai 2023,STADE AUGUSTE DELAUNE,REIMS,SPORT - FOOTBALL,8.00,STADE DE REIMS- NGERS SCO,https://static.ticketmaster.fr/static/images/vignettes/s_18836.gif
21 mai 2023,WANDA METROPOLITANO MADRID,MADRID,SPORT - FOOTBALL,100.00,TLETICO MADRID,https://static.ticketmaster.fr/static/images/vignettes/s_21697.gif
21 mai 2023,SPOTIFY CAMP NOU,BARCELONA,SPORT - FOOTBALL,110.00,FC BARCELONE,https://static.ticketmaster.fr/static/images/vignettes/s_15950.gif
24 mai 2023,STADE SANTIAGO BERNABEU,MADRID,SPORT - FOOTBALL,190.00,REAL MADRID CF,https://static.ticketmaster.fr/static/images/vignettes/s_15989.gif
28 mai 2023,SELHURST PARK,LONDON,SPORT - FOOTBALL,145.00,CRYSTAL PALACE,https://static.ticketmaster.fr/static/images/vignettes/s_24314.gif
28 mai 2023,STAMFORD BRIDGE STADIUM,LONDRES,SPORT - FOOTBALL,465.00,FC CHELSEA,https://static.ticketmaster.fr/static/images/vignettes/s_21523.gif
28 mai 2023,WANDA METROPOLITANO MADRID,MADRID,SPORT - FOOTBALL,100.00,TLETICO MADRID,https://static.ticketmaster.fr/static/images/vignettes/s_21697.gif
28 mai 2023,SPOTIFY CAMP NOU,BARCELONA,SPORT - FOOTBALL,110.00,FC BARCELONE,https://static.ticketmaster.fr/static/images/vignettes/s_15950.gif
28 mai 2023,OLD TRAFFORD STADIUM,LONDON,SPORT - FOOTBALL,340.00,MANCHESTER UNITED,https://static.ticketmaster.fr/static/images/vignettes/s_24086.gif
28 mai 2023,EMIRATES STADIUM,LONDON,SPORT - FOOTBALL,925.00,RSENAL,https://static.ticketmaster.fr/static/images/vignettes/s_23728.gif
3 juin 2023,STADE AUGUSTE DELAUNE,REIMS,SPORT - FOOTBALL,8.00,STADE DE REIMS- MONTPELLIER HERAULT SC,https://static.ticketmaster.fr/static/images/vignettes/s_18836.gif
4 juin 2023,SAN SIRO STADIUM,MILANO,SPORT - FOOTBALL,110.00,MILAN AC,https://static.ticketmaster.fr/static/images/vignettes/a_533155.gif
4 juin 2023,STADIO OLIMPICO,ROMA,SPORT - FOOTBALL,65.00,S ROMA,https://static.ticketmaster.fr/static/images/vignettes/s_23696.gif
4 juin 2023,STADE SANTIAGO BERNABEU,MADRID,SPORT - FOOTBALL,230.00,REAL MADRID CF,https://static.ticketmaster.fr/static/images/vignettes/s_15989.gif
18 juin 2023,FONTENAY LE COMTE,FONTENAY-LE-COMTE,SPORT - STAGE SPORTIF,125.00,FORMULAKIDS,https://static.ticketmaster.fr/static/images/vignettes/a_536393.gif
10 sept. 2023,Circuit de Nevers Magny-Cours,MAGNY COURS,SPORT - MOTO,15.00,SUPERBIKE,https://static.ticketmaster.fr/static/images/vignettes/a_543347.gif
